experiment,relative_path,disposition,referenced,has_checkpoint,has_structured_result,file_count,size_bytes,reason
pi_jwm_v11_rollout_value_calibrator_adaptive_gpu_samples_diagnostic_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_adaptive_gpu_samples_diagnostic_20260621,retain,true,true,true,7,57893,referenced by active code or documentation
pi_jwm_v11_rollout_value_calibrator_cpu_bc_confirm_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_cpu_bc_confirm_20260621,retain,false,true,true,6,36413,retained evidence or conservative default
pi_jwm_v11_rollout_value_calibrator_cpu_probe_64x2_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_cpu_probe_64x2_20260621,manual-review,false,true,true,8,52611,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_value_calibrator_cpu_smoke_4x1_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_cpu_smoke_4x1_20260621,manual-review,false,true,true,2,11064,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_value_calibrator_cpu_smoke_bridgefocus_4x1_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_cpu_smoke_bridgefocus_4x1_20260621,manual-review,false,true,true,2,11052,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_value_calibrator_cpu_smoke_purebridge_4x1_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_cpu_smoke_purebridge_4x1_20260621,manual-review,false,true,true,2,11092,transient-looking run retains checkpoint or structured result
pi_jwm_v11_rollout_value_calibrator_stagea_baseline_e0_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_stagea_baseline_e0_20260621,retain,false,true,true,2,15900,retained evidence or conservative default
pi_jwm_v11_rollout_value_calibrator_stagea_v10_cpu_smoke_16x1_20260621,代码\artifacts\experiments\pi_jwm_v11_rollout_value_calibrator_stagea_v10_cpu_smoke_16x1_20260621,manual-review,false,true,true,2,16348,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_group_total_generation_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_group_total_generation_512_20260622,retain,false,false,true,5,8309,retained evidence or conservative default
pi_jwm_v11_scheduler_group_total_model_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_group_total_model_512_20260622,retain,false,false,true,5,9027,retained evidence or conservative default
pi_jwm_v11_scheduler_pattern_generation_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_pattern_generation_512_20260622,retain,false,false,true,5,7777,retained evidence or conservative default
pi_jwm_v11_scheduler_pattern_generation_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_pattern_generation_smoke_20260622,manual-review,false,false,true,5,5306,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_pattern_group_total_512_20260626,代码\artifacts\experiments\pi_jwm_v11_scheduler_pattern_group_total_512_20260626,retain,false,false,true,5,10941,retained evidence or conservative default
pi_jwm_v11_scheduler_pattern_oracle_group_total_256_20260628,代码\artifacts\experiments\pi_jwm_v11_scheduler_pattern_oracle_group_total_256_20260628,retain,false,false,true,5,14990,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_512_20260622,retain,false,false,true,4,124872,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_blend_alpha1_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_blend_alpha1_confirm_1024_20260622,retain,false,false,true,4,15826,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_conservative_value_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_conservative_value_512_20260622,retain,false,false,true,4,21387,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_conservative_value_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_conservative_value_smoke_20260622,manual-review,false,false,true,4,17650,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_device_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_device_smoke_20260622,manual-review,false,false,true,4,6131,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_f1_backfill_gate_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_f1_backfill_gate_20260622,retain,false,false,true,4,8497,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_f1_backfill_train8192_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_f1_backfill_train8192_20260622,retain,false,false,true,4,8509,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_gpu_gate_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_gpu_gate_confirm_20260622,retain,false,false,true,6,21643,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_injection_calib_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_injection_calib_1024_20260622,retain,false,false,true,4,85269,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_linkaware_alpha1_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_linkaware_alpha1_confirm_1024_20260622,retain,false,false,true,4,28718,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_linkaware_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_linkaware_confirm_1024_20260622,retain,false,false,true,4,29086,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_linkaware_narrow_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_linkaware_narrow_512_20260622,retain,false,false,true,4,76678,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_linkaware_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_linkaware_smoke_20260622,manual-review,false,false,true,4,12699,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_model_feature_probe_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_model_feature_probe_512_20260622,manual-review,false,false,true,4,9856,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_redistribute_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_redistribute_512_20260622,retain,false,false,true,4,145867,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_redistribute_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_redistribute_smoke_20260622,manual-review,false,false,true,4,7220,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_selector_target_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_selector_target_1024_20260622,retain,false,false,true,4,21297,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_selector_target_512_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_selector_target_512_20260622,retain,false,false,true,4,28632,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_selector_target_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_selector_target_smoke_20260622,manual-review,false,false,true,4,8761,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_smoke_20260622,manual-review,false,false,true,4,12484,transient-looking run retains checkpoint or structured result
pi_jwm_v11_scheduler_ranked_allocation_topk_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_topk_confirm_1024_20260622,retain,false,false,true,4,29179,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train2048_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train2048_confirm_20260622,retain,false,false,true,4,11434,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train4096_alpha_high_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train4096_alpha_high_20260622,retain,false,false,true,4,9323,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train4096_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train4096_confirm_20260622,retain,false,false,true,4,7677,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train4096_final_narrow_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train4096_final_narrow_20260622,retain,false,false,true,4,28809,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train4096_valtest1024_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train4096_valtest1024_20260622,retain,false,false,true,4,28707,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train8192_confirm_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train8192_confirm_20260622,retain,false,false,true,4,6443,retained evidence or conservative default
pi_jwm_v11_scheduler_ranked_allocation_train8192_fullvaltest_gpu_freeze_20260622,代码\artifacts\experiments\pi_jwm_v11_scheduler_ranked_allocation_train8192_fullvaltest_gpu_freeze_20260622,retain,false,false,true,6,7487,retained evidence or conservative default
pi_jwm_v11_soft_stepbudget_diag128_20260628,代码\artifacts\experiments\pi_jwm_v11_soft_stepbudget_diag128_20260628,retain,false,false,true,4,32711,retained evidence or conservative default
pi_jwm_v11_soft_stepbudget_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_soft_stepbudget_smoke128_20260628,manual-review,false,false,true,4,27657,transient-looking run retains checkpoint or structured result
pi_jwm_v11_step_support_value_reconstruction_512_20260622,代码\artifacts\experiments\pi_jwm_v11_step_support_value_reconstruction_512_20260622,retain,false,false,true,5,72333,retained evidence or conservative default
pi_jwm_v11_step_support_value_reconstruction_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_step_support_value_reconstruction_confirm_1024_20260622,retain,true,false,true,5,36317,referenced by active code or documentation
pi_jwm_v11_step_support_value_reconstruction_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_step_support_value_reconstruction_smoke_20260622,manual-review,false,false,true,5,11105,transient-looking run retains checkpoint or structured result
pi_jwm_v11_strategy_selector_pred_value_ops_small_256_20260628,代码\artifacts\experiments\pi_jwm_v11_strategy_selector_pred_value_ops_small_256_20260628,retain,false,false,true,4,11060,retained evidence or conservative default
pi_jwm_v11_strategy_selector_pred_value_slice384_20260628,代码\artifacts\experiments\pi_jwm_v11_strategy_selector_pred_value_slice384_20260628,retain,false,false,true,4,11133,retained evidence or conservative default
pi_jwm_v11_struct_support_posthoc_bridge32_20260629,代码\artifacts\experiments\pi_jwm_v11_struct_support_posthoc_bridge32_20260629,retain,false,false,true,8,25842,retained evidence or conservative default
pi_jwm_v11_structured_branch_value_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_structured_branch_value_smoke128_20260628,manual-review,false,false,true,4,24436,transient-looking run retains checkpoint or structured result
pi_jwm_v11_structured_stepwise_penalty_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_structured_stepwise_penalty_smoke128_20260628,manual-review,false,false,true,4,20259,transient-looking run retains checkpoint or structured result
pi_jwm_v11_structured_stepwise_smoke128_20260628,代码\artifacts\experiments\pi_jwm_v11_structured_stepwise_smoke128_20260628,manual-review,false,false,true,4,20220,transient-looking run retains checkpoint or structured result
pi_jwm_v11_support_gated_value_reconstruction_512_20260622,代码\artifacts\experiments\pi_jwm_v11_support_gated_value_reconstruction_512_20260622,retain,false,false,true,5,178557,retained evidence or conservative default
pi_jwm_v11_support_gated_value_reconstruction_smoke_20260622,代码\artifacts\experiments\pi_jwm_v11_support_gated_value_reconstruction_smoke_20260622,manual-review,false,false,true,5,7734,transient-looking run retains checkpoint or structured result
pi_jwm_v11_template_policy_selector_512_20260627,代码\artifacts\experiments\pi_jwm_v11_template_policy_selector_512_20260627,retain,false,false,true,4,31712,retained evidence or conservative default
pi_jwm_v11_template_policy_selector_rollout_label_512_20260627,代码\artifacts\experiments\pi_jwm_v11_template_policy_selector_rollout_label_512_20260627,retain,false,false,true,4,32341,retained evidence or conservative default
pi_jwm_v11_template_policy_selector_smoke_20260627,代码\artifacts\experiments\pi_jwm_v11_template_policy_selector_smoke_20260627,manual-review,false,false,true,4,10268,transient-looking run retains checkpoint or structured result
pi_jwm_v11_two_endpoint_gate_sweep_cpu_20260629,代码\artifacts\experiments\pi_jwm_v11_two_endpoint_gate_sweep_cpu_20260629,retain,false,false,true,24,73632,retained evidence or conservative default
pi_jwm_v11_value_gap_audit_20260628,代码\artifacts\experiments\pi_jwm_v11_value_gap_audit_20260628,retain,true,false,true,3,6594,referenced by active code or documentation
pi_jwm_v11_value_weighted_activity_cpu_smoke_20260628,代码\artifacts\experiments\pi_jwm_v11_value_weighted_activity_cpu_smoke_20260628,manual-review,false,true,true,7,1487638,transient-looking run retains checkpoint or structured result
pi_jwm_v11_weighted_rf_value_reconstruction_confirm_1024_20260622,代码\artifacts\experiments\pi_jwm_v11_weighted_rf_value_reconstruction_confirm_1024_20260622,retain,false,false,true,5,9894,retained evidence or conservative default
pi_jwm_v11_wide_point_oracle_val384_20260629,代码\artifacts\experiments\pi_jwm_v11_wide_point_oracle_val384_20260629,retain,false,false,true,3,47819,retained evidence or conservative default
pi_jwm_v11_xgb_rank_support_256_20260628,代码\artifacts\experiments\pi_jwm_v11_xgb_rank_support_256_20260628,retain,true,false,true,4,35968,referenced by active code or documentation
pi_jwm_v11_xgb_value_ranked_allocation_tiny_20260628,代码\artifacts\experiments\pi_jwm_v11_xgb_value_ranked_allocation_tiny_20260628,retain,true,false,true,4,20606,referenced by active code or documentation
pi_jwm_v6_dual_graph,代码\artifacts\experiments\pi_jwm_v6_dual_graph,retain,true,false,true,4,7013612,referenced by active code or documentation
pi_jwm_v6_dual_graph_full80,代码\artifacts\experiments\pi_jwm_v6_dual_graph_full80,retain,false,false,true,3,138805,retained evidence or conservative default
pi_jwm_v6_eval_cpu256,代码\artifacts\experiments\pi_jwm_v6_eval_cpu256,retain,false,true,true,6,514345,retained evidence or conservative default
pi_jwm_v6_eval_full80,代码\artifacts\experiments\pi_jwm_v6_eval_full80,retain,true,false,true,4,145164,referenced by active code or documentation
pi_jwm_v6_eval_smoke,代码\artifacts\experiments\pi_jwm_v6_eval_smoke,manual-review,false,true,true,3,61130,transient-looking run retains checkpoint or structured result
pi_jwm_v7_action_policy_cross_attention_200,代码\artifacts\experiments\pi_jwm_v7_action_policy_cross_attention_200,retain,true,false,true,2,186782,referenced by active code or documentation
pi_jwm_v7_action_policy_smoke,代码\artifacts\experiments\pi_jwm_v7_action_policy_smoke,manual-review,false,true,true,3,101408,transient-looking run retains checkpoint or structured result
pi_jwm_v7_action_specialist,代码\artifacts\experiments\pi_jwm_v7_action_specialist,retain,true,false,true,5,126736,referenced by active code or documentation
pi_jwm_v7_active_mixed_smoke,代码\artifacts\experiments\pi_jwm_v7_active_mixed_smoke,manual-review,false,true,true,3,183557,transient-looking run retains checkpoint or structured result
pi_jwm_v7_active_rate_aux_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_active_rate_aux_cpu_smoke,manual-review,false,true,true,3,75137,transient-looking run retains checkpoint or structured result
pi_jwm_v7_active_rate_auxiliary_comparison,代码\artifacts\experiments\pi_jwm_v7_active_rate_auxiliary_comparison,retain,false,false,true,2,3808,retained evidence or conservative default
pi_jwm_v7_active_rate_specialist,代码\artifacts\experiments\pi_jwm_v7_active_rate_specialist,retain,true,false,true,4,90094,referenced by active code or documentation
pi_jwm_v7_active_rate_teacher_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_active_rate_teacher_cpu_smoke,manual-review,false,true,true,3,70245,transient-looking run retains checkpoint or structured result
pi_jwm_v7_active_selected_comparison,代码\artifacts\experiments\pi_jwm_v7_active_selected_comparison,retain,false,false,true,2,4052,retained evidence or conservative default
pi_jwm_v7_activity_gated_comparison,代码\artifacts\experiments\pi_jwm_v7_activity_gated_comparison,retain,false,false,true,2,2616,retained evidence or conservative default
pi_jwm_v7_activity_gated_rate_head_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_activity_gated_rate_head_cpu_smoke,manual-review,false,true,true,3,62791,transient-looking run retains checkpoint or structured result
pi_jwm_v7_aux_hard_zero_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_aux_hard_zero_cpu_smoke,manual-review,false,true,true,3,75362,transient-looking run retains checkpoint or structured result
pi_jwm_v7_aux_oracle_zero_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_aux_oracle_zero_cpu_smoke,manual-review,false,true,true,3,75361,transient-looking run retains checkpoint or structured result
pi_jwm_v7_aux_soft_zero_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_aux_soft_zero_cpu_smoke,manual-review,false,true,true,3,75361,transient-looking run retains checkpoint or structured result
pi_jwm_v7_concat_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_concat_active_mixed_200,retain,true,false,true,2,226478,referenced by active code or documentation
pi_jwm_v7_concat_activity_gated_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_concat_activity_gated_active_mixed_200,retain,false,true,true,3,824708,retained evidence or conservative default
pi_jwm_v7_concat_fusion_full80,代码\artifacts\experiments\pi_jwm_v7_concat_fusion_full80,retain,true,false,true,2,49645,referenced by active code or documentation
pi_jwm_v7_cross_attention_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_active_mixed_200,retain,true,false,true,2,227318,referenced by active code or documentation
pi_jwm_v7_cross_attention_active_only_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_active_only_200,retain,false,false,true,2,226025,retained evidence or conservative default
pi_jwm_v7_cross_attention_active_rate_aux_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_active_rate_aux_active_mixed_200,retain,false,true,true,3,936632,retained evidence or conservative default
pi_jwm_v7_cross_attention_active_rate_aux_active_mixed_200_w10,代码\artifacts\experiments\pi_jwm_v7_cross_attention_active_rate_aux_active_mixed_200_w10,retain,false,true,true,3,936649,retained evidence or conservative default
pi_jwm_v7_cross_attention_activity_gated_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_activity_gated_active_mixed_200,retain,false,true,true,3,863061,retained evidence or conservative default
pi_jwm_v7_cross_attention_aux_hard_zero_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_aux_hard_zero_active_mixed_200,retain,false,true,true,3,936893,retained evidence or conservative default
pi_jwm_v7_cross_attention_aux_oracle_zero_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_aux_oracle_zero_active_mixed_200,retain,false,true,true,3,938332,retained evidence or conservative default
pi_jwm_v7_cross_attention_aux_soft_zero_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_aux_soft_zero_active_mixed_200,retain,false,true,true,3,937219,retained evidence or conservative default
pi_jwm_v7_cross_attention_aux_soft_zero_ridge_teacher_w03_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_aux_soft_zero_ridge_teacher_w03_active_mixed_200,retain,false,true,true,3,942769,retained evidence or conservative default
pi_jwm_v7_cross_attention_aux_soft_zero_w10_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_aux_soft_zero_w10_active_mixed_200,retain,false,true,true,3,937395,retained evidence or conservative default
pi_jwm_v7_cross_attention_fusion_full80,代码\artifacts\experiments\pi_jwm_v7_cross_attention_fusion_full80,retain,true,false,true,2,49680,referenced by active code or documentation
pi_jwm_v7_cross_attention_log1p_rate_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_log1p_rate_active_mixed_200,retain,false,true,true,3,911891,retained evidence or conservative default
pi_jwm_v7_cross_attention_log1p_rate_clipped_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_log1p_rate_clipped_active_mixed_200,retain,false,true,true,3,911443,retained evidence or conservative default
pi_jwm_v7_cross_attention_residual_activity_gated_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_residual_activity_gated_active_mixed_200,retain,false,true,true,3,880399,retained evidence or conservative default
pi_jwm_v7_cross_attention_residual_last_rate_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_cross_attention_residual_last_rate_active_mixed_200,retain,false,true,true,3,913310,retained evidence or conservative default
pi_jwm_v7_cross_attention_ridge_teacher_active_mixed_200_w03,代码\artifacts\experiments\pi_jwm_v7_cross_attention_ridge_teacher_active_mixed_200_w03,retain,false,true,true,3,899740,retained evidence or conservative default
pi_jwm_v7_cross_attention_smoke,代码\artifacts\experiments\pi_jwm_v7_cross_attention_smoke,manual-review,false,true,true,3,182764,transient-looking run retains checkpoint or structured result
pi_jwm_v7_fusion_full80,代码\artifacts\experiments\pi_jwm_v7_fusion_full80,retain,true,false,true,1,1139,referenced by active code or documentation
pi_jwm_v7_gated_fusion_full80,代码\artifacts\experiments\pi_jwm_v7_gated_fusion_full80,retain,true,false,true,2,49576,referenced by active code or documentation
pi_jwm_v7_gated_fusion_smoke,代码\artifacts\experiments\pi_jwm_v7_gated_fusion_smoke,manual-review,false,true,true,3,177781,transient-looking run retains checkpoint or structured result
pi_jwm_v7_gated_synthetic_check,代码\artifacts\experiments\pi_jwm_v7_gated_synthetic_check,retain,false,false,true,2,1413,retained evidence or conservative default
pi_jwm_v7_hybrid_attention_active_mixed_200,代码\artifacts\experiments\pi_jwm_v7_hybrid_attention_active_mixed_200,retain,true,false,true,2,226930,referenced by active code or documentation
pi_jwm_v7_log_rate_clipped_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_log_rate_clipped_cpu_smoke,manual-review,false,true,true,3,72309,transient-looking run retains checkpoint or structured result
pi_jwm_v7_log_rate_clipped_cpu_smoke_v2,代码\artifacts\experiments\pi_jwm_v7_log_rate_clipped_cpu_smoke_v2,manual-review,false,true,true,3,72305,transient-looking run retains checkpoint or structured result
pi_jwm_v7_log_rate_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_log_rate_cpu_smoke,manual-review,false,true,true,3,72195,transient-looking run retains checkpoint or structured result
pi_jwm_v7_rate_head_comparison,代码\artifacts\experiments\pi_jwm_v7_rate_head_comparison,retain,false,false,true,2,2098,retained evidence or conservative default
pi_jwm_v7_rate_target_transform_comparison,代码\artifacts\experiments\pi_jwm_v7_rate_target_transform_comparison,retain,false,false,true,2,1821,retained evidence or conservative default
pi_jwm_v7_residual_activity_gated_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_residual_activity_gated_cpu_smoke,manual-review,false,true,true,3,70193,transient-looking run retains checkpoint or structured result
pi_jwm_v7_residual_baseline_comparison,代码\artifacts\experiments\pi_jwm_v7_residual_baseline_comparison,retain,false,false,true,2,2442,retained evidence or conservative default
pi_jwm_v7_residual_last_rate_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_residual_last_rate_cpu_smoke,manual-review,false,true,true,3,72297,transient-looking run retains checkpoint or structured result
pi_jwm_v7_ridge_teacher_cpu_smoke,代码\artifacts\experiments\pi_jwm_v7_ridge_teacher_cpu_smoke,manual-review,false,true,true,3,70142,transient-looking run retains checkpoint or structured result
pi_jwm_v7_teacher_distillation_comparison,代码\artifacts\experiments\pi_jwm_v7_teacher_distillation_comparison,retain,false,false,true,2,2669,retained evidence or conservative default
pi_jwm_v8_active_heavy_c6_candidate_prune_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_candidate_prune_20260615,retain,true,true,true,14,6450465,referenced by active code or documentation
pi_jwm_v8_active_heavy_c6_candidate_prune_cpu_smoke_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_candidate_prune_cpu_smoke_20260615,manual-review,false,true,true,4,229483,transient-looking run retains checkpoint or structured result
pi_jwm_v8_active_heavy_c6_cpu_smoke_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_cpu_smoke_20260615,retain,true,true,true,4,226300,referenced by active code or documentation
pi_jwm_v8_active_heavy_c6_fp_cpu_smoke_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_fp_cpu_smoke_20260615,retain,true,true,true,4,226488,referenced by active code or documentation
pi_jwm_v8_active_heavy_c6_fp_penalty_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_fp_penalty_20260615,retain,true,true,true,15,6418730,referenced by active code or documentation
pi_jwm_v8_active_heavy_c6_loss_repair_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_loss_repair_20260615,retain,true,false,true,9,777540,referenced by active code or documentation
pi_jwm_v8_active_heavy_c6_rate_only_cpu_smoke_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_rate_only_cpu_smoke_20260615,manual-review,false,true,true,4,229588,transient-looking run retains checkpoint or structured result
pi_jwm_v8_active_heavy_c6_rate_only_prune_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_c6_rate_only_prune_20260615,retain,false,true,true,5,2155904,retained evidence or conservative default
pi_jwm_v8_active_heavy_v1_residual_calibration_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_v1_residual_calibration_20260615,retain,false,false,true,12,7087314,retained evidence or conservative default
pi_jwm_v8_active_heavy_v1_retrain_20260615,代码\artifacts\experiments\pi_jwm_v8_active_heavy_v1_retrain_20260615,retain,true,true,true,11,4504029,referenced by active code or documentation
pi_jwm_v8_active_rate_error_diagnosis_20260615,代码\artifacts\experiments\pi_jwm_v8_active_rate_error_diagnosis_20260615,retain,false,false,true,10,100113,retained evidence or conservative default
pi_jwm_v8_active_rate_residual_calibration_20260615,代码\artifacts\experiments\pi_jwm_v8_active_rate_residual_calibration_20260615,retain,true,false,true,6,937108,referenced by active code or documentation
pi_jwm_v8_cross_attention_aux_soft_zero_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_cross_attention_aux_soft_zero_cpu128_e2,retain,false,true,true,3,226550,retained evidence or conservative default
pi_jwm_v8_full_smoke,代码\artifacts\experiments\pi_jwm_v8_full_smoke,retain,true,false,true,2,1414,referenced by active code or documentation
pi_jwm_v8_full_training_cpu128_e2,代码\artifacts\experiments\pi_jwm_v8_full_training_cpu128_e2,retain,false,true,true,3,209506,retained evidence or conservative default
pi_jwm_v8_full_training_smoke,代码\artifacts\experiments\pi_jwm_v8_full_training_smoke,retain,true,true,true,3,85166,referenced by active code or documentation
pi_jwm_v8_full_training_smoke_refactor_check,代码\artifacts\experiments\pi_jwm_v8_full_training_smoke_refactor_check,manual-review,false,true,true,3,85981,transient-looking run retains checkpoint or structured result
pi_jwm_v8_gpu_combined_stack_20260615,代码\artifacts\experiments\pi_jwm_v8_gpu_combined_stack_20260615,retain,true,true,true,16,12230926,referenced by active code or documentation
pi_jwm_v8_gpu_full_ablation_20260614,代码\artifacts\experiments\pi_jwm_v8_gpu_full_ablation_20260614,retain,true,true,true,18,3595115,referenced by active code or documentation
pi_jwm_v8_gpu_m5_loss_balance_20260614,代码\artifacts\experiments\pi_jwm_v8_gpu_m5_loss_balance_20260614,retain,true,true,true,24,12195702,referenced by active code or documentation
pi_jwm_v8_gpu_stgcn_full_ablation_20260614,代码\artifacts\experiments\pi_jwm_v8_gpu_stgcn_full_ablation_20260614,retain,true,false,true,2,276755,referenced by active code or documentation
pi_jwm_v8_local_compare_v7_6_smoke,代码\artifacts\experiments\pi_jwm_v8_local_compare_v7_6_smoke,manual-review,false,true,true,3,75364,transient-looking run retains checkpoint or structured result
